accuracy,loss,val_accuracy,val_loss
0.14761631190776825,1.9639226198196411,0.15447154641151428,1.9486573934555054
0.14761631190776825,1.9461910724639893,0.1495935022830963,1.9478281736373901
0.16456060111522675,1.9443755149841309,0.1642276495695114,1.9506621360778809
0.16657093167304993,1.9407038688659668,0.15284553170204163,1.950176477432251
0.16484779119491577,1.9423245191574097,0.14796747267246246,1.9502824544906616
0.17375071346759796,1.9366648197174072,0.12682926654815674,1.9509614706039429
0.18121768534183502,1.9362713098526,0.1463414579629898,1.9510825872421265
0.18380241096019745,1.9361070394515991,0.1317073106765747,1.9545966386795044
0.17001722753047943,1.9349292516708374,0.1430894285440445,1.9544856548309326
0.17892016470432281,1.9324392080307007,0.1430894285440445,1.9544241428375244
